CustomerID,OrderDate,Salesperson,ProductName,ProductCategory,Quantity,UnitPrice_In_Dollars,TotalPrice_In_Dollars,City,Country,Channel,Spend,LeadsGenerated,ConversionRate
118,2022-04-28,"Bob Johnson","Maasai Shuka","Fashion and Accessories",725,8,5800,Johannesburg,"South Africa",X_Twitter,65,4332,0.5
119,2022-04-29,"Denis Kombe","African Hair Care Products","Fashion and Accessories",969,9,8721,"Dar es Salaam",Tanzania,TikTok,60,751,0.6
120,2022-04-30,"Bob Johnson","Kitenge Fabric","Fashion and Accessories",552,10,5520,"Addis Ababa",Ethiopia,YouTube,70,4102,0.2
121,2022-05-01,"Alice Lee","Wooden Bowls","Handicrafts and Home Decor",832,6,4992,Lagos,Nigeria,TikTok,60,2606,0.6
122,2022-05-02,"Bob Johnson","Maasai Shuka","Fashion and Accessories",742,12,8904,Johannesburg,"South Africa",YouTube,70,2912,0.2
123,2022-05-03,"Denis Kombe","Kitenge Fabric","Fashion and Accessories",928,10,9280,"Addis Ababa",Ethiopia,YouTube,70,1366,0.2
124,2022-05-04,"John Doe","Maasai Shuka","Fashion and Accessories",592,11,6512,Accra,Ghana,Facebook,50,2298,0.9
125,2022-05-05,"Denis Kombe","Maasai Shuka","Fashion and Accessories",880,8,7040,Accra,Ghana,TikTok,60,2502,0.6
126,2022-05-06,"Bob Johnson","Aloe Vera","Personal Care",705,11,7755,Lagos,Nigeria,TikTok,60,1562,0.6
127,2022-05-07,"John Doe","Aloe Vera","Personal Care",745,10,7450,Accra,Ghana,Instagram,55,4089,0.8
128,2022-05-08,"Jane Smith","Wooden Bowls","Handicrafts and Home Decor",583,12,6996,Nairobi,Kenya,X_Twitter,65,1737,0.5
129,2022-05-09,"Jane Smith","Wooden Bowls","Handicrafts and Home Decor",763,9,6867,Lagos,Nigeria,YouTube,70,2271,0.2
130,2022-05-10,"Jane Smith","African Hair Care Products","Fashion and Accessories",823,9,7407,"Addis Ababa",Ethiopia,Instagram,55,4285,0.8
131,2022-05-11,"Denis Kombe","Maasai Shuka","Fashion and Accessories",730,11,8030,Accra,Ghana,X_Twitter,65,4026,0.5
132,2022-05-12,"Denis Kombe","Maasai Shuka","Fashion and Accessories",806,5,4030,Lagos,Nigeria,Instagram,55,4725,0.8
133,2022-05-13,"John Doe","Kitenge Fabric","Fashion and Accessories",837,8,6696,Lagos,Nigeria,Instagram,55,4754,0.8
134,2022-05-14,"Denis Kombe","Kikoy Throw","Fashion and Accessories",637,8,5096,Nairobi,Kenya,Instagram,55,4540,0.8
135,2022-05-15,"Denis Kombe","Sukuma Wiki","Food and Beverages",514,13,6682,"Dar es Salaam",Tanzania,Instagram,55,1059,0.8
136,2022-05-16,"Bob Johnson","Chai Tea","Food and Beverages",503,14,7042,Lagos,Nigeria,Facebook,50,1613,0.9
137,2022-05-17,"Bob Johnson","Kikoy Throw","Fashion and Accessories",928,12,11136,"Addis Ababa",Ethiopia,TikTok,60,2513,0.6
138,2022-05-18,"Denis Kombe","African Hair Care Products","Fashion and Accessories",936,11,10296,Johannesburg,"South Africa",Facebook,50,532,0.9
139,2022-05-19,"Denis Kombe","Maasai Shuka","Fashion and Accessories",902,6,5412,"Addis Ababa",Ethiopia,YouTube,70,1263,0.2
140,2022-05-20,"Bob Johnson","Aloe Vera","Personal Care",561,14,7854,Johannesburg,"South Africa",Instagram,55,4371,0.8
141,2022-05-21,"Bob Johnson","Maasai Shuka","Fashion and Accessories",548,14,7672,Luanda,Angola,YouTube,70,2464,0.2
142,2022-05-22,"Bob Johnson","Kikoy Throw","Fashion and Accessories",669,10,6690,"Dar es Salaam",Tanzania,Facebook,50,3607,0.9
143,2022-05-23,"Bob Johnson","Maasai Shuka","Fashion and Accessories",820,14,11480,Johannesburg,"South Africa",Instagram,55,1959,0.8
144,2022-05-24,"Jane Smith","Chai Tea","Food and Beverages",817,8,6536,Luanda,Angola,X_Twitter,65,2465,0.5
145,2022-05-25,"Bob Johnson","Kikoy Throw","Fashion and Accessories",764,6,4584,Accra,Ghana,Instagram,55,3041,0.8
146,2022-05-26,"Denis Kombe","Aloe Vera","Personal Care",637,12,7644,"Addis Ababa",Ethiopia,Facebook,50,1470,0.9
147,2022-05-27,"Bob Johnson","Maasai Shuka","Fashion and Accessories",606,9,5454,Johannesburg,"South Africa",Facebook,50,2870,0.9
148,2022-05-28,"Bob Johnson","African Hair Care Products","Fashion and Accessories",981,11,10791,"Addis Ababa",Ethiopia,Facebook,50,3439,0.9
149,2022-05-29,"Bob Johnson","Maasai Shuka","Fashion and Accessories",678,6,4068,"Dar es Salaam",Tanzania,TikTok,60,1710,0.6
150,2022-05-30,"Bob Johnson","African Hair Care Products","Fashion and Accessories",640,8,5120,Nairobi,Kenya,X_Twitter,65,4996,0.5
151,2022-05-31,"Bob Johnson","Chai Tea","Food and Beverages",716,14,10024,Johannesburg,"South Africa",X_Twitter,65,4932,0.5
152,2022-06-01,"Denis Kombe","Kikoy Throw","Fashion and Accessories",898,10,8980,Accra,Ghana,TikTok,60,3752,0.6
153,2022-06-02,"Denis Kombe","African Hair Care Products","Fashion and Accessories",912,6,5472,"Addis Ababa",Ethiopia,TikTok,60,3017,0.6
154,2022-06-03,"Bob Johnson","Maasai Shuka","Fashion and Accessories",572,7,4004,Nairobi,Kenya,YouTube,70,3207,0.2
155,2022-06-04,"Bob Johnson","Wooden Bowls","Handicrafts and Home Decor",584,14,8176,Luanda,Angola,X_Twitter,65,2911,0.5
156,2022-06-05,"Bob Johnson","Kitenge Fabric","Fashion and Accessories",934,10,9340,Lagos,Nigeria,YouTube,70,2569,0.2
157,2022-06-06,"Bob Johnson","Chai Tea","Food and Beverages",730,12,8760,Accra,Ghana,TikTok,60,717,0.6
158,2022-06-07,"Bob Johnson","Maasai Shuka","Fashion and Accessories",613,6,3678,Accra,Ghana,Instagram,55,3530,0.8
159,2022-06-08,"Denis Kombe","Kitenge Fabric","Fashion and Accessories",797,9,7173,Accra,Ghana,TikTok,60,3478,0.6
160,2022-06-09,"Alice Lee","Sukuma Wiki","Food and Beverages",865,6,5190,Lagos,Nigeria,TikTok,60,2331,0.6
161,2022-06-10,"Denis Kombe","African Hair Care Products","Fashion and Accessories",807,10,8070,Luanda,Angola,Instagram,55,1201,0.8
162,2022-06-11,"Bob Johnson","Kikoy Throw","Fashion and Accessories",986,12,11832,"Addis Ababa",Ethiopia,Facebook,50,2734,0.9
163,2022-06-12,"Denis Kombe","Maasai Shuka","Fashion and Accessories",609,8,4872,Accra,Ghana,Facebook,50,2987,0.9
164,2022-06-13,"Denis Kombe","Wooden Bowls","Handicrafts and Home Decor",835,6,5010,Luanda,Angola,Facebook,50,2677,0.9
165,2022-06-14,"Bob Johnson","Chai Tea","Food and Beverages",955,12,11460,Accra,Ghana,YouTube,70,615,0.2
166,2022-06-15,"Jane Smith","Kikoy Throw","Fashion and Accessories",690,5,3450,"Dar es Salaam",Tanzania,Facebook,50,1787,0.9
167,2022-06-16,"Denis Kombe","Sukuma Wiki","Food and Beverages",892,14,12488,Luanda,Angola,Instagram,55,599,0.8
168,2022-06-17,"Bob Johnson","Maasai Shuka","Fashion and Accessories",746,6,4476,Johannesburg,"South Africa",YouTube,70,4442,0.2
169,2022-06-18,"Denis Kombe","Sukuma Wiki","Food and Beverages",914,5,4570,"Addis Ababa",Ethiopia,X_Twitter,65,2537,0.5
170,2022-06-19,"Bob Johnson","Sukuma Wiki","Food and Beverages",904,9,8136,Nairobi,Kenya,TikTok,60,2136,0.6
171,2022-06-20,"Denis Kombe","African Hair Care Products","Fashion and Accessories",867,11,9537,"Addis Ababa",Ethiopia,Facebook,50,3727,0.9
172,2022-06-21,"Bob Johnson","Maasai Shuka","Fashion and Accessories",629,9,5661,Luanda,Angola,Instagram,55,1276,0.8
173,2022-06-22,"John Doe","Maasai Shuka","Fashion and Accessories",931,10,9310,Lagos,Nigeria,YouTube,70,3153,0.2
174,2022-06-23,"Alice Lee","Aloe Vera","Personal Care",934,13,12142,"Addis Ababa",Ethiopia,Facebook,50,4791,0.9
175,2022-06-24,"Alice Lee","Maasai Shuka","Fashion and Accessories",869,7,6083,Accra,Ghana,Instagram,55,1706,0.8
176,2022-06-25,"Bob Johnson","Sukuma Wiki","Food and Beverages",898,5,4490,"Addis Ababa",Ethiopia,X_Twitter,65,1656,0.5
177,2022-06-26,"Jane Smith","Maasai Shuka","Fashion and Accessories",808,5,4040,"Addis Ababa",Ethiopia,Facebook,50,1730,0.9
178,2022-06-27,"Denis Kombe","Maasai Shuka","Fashion and Accessories",926,9,8334,Accra,Ghana,Instagram,55,4945,0.8
179,2022-06-28,"Bob Johnson","Maasai Shuka","Fashion and Accessories",820,14,11480,Luanda,Angola,YouTube,70,534,0.2
180,2022-06-29,"John Doe","Kikoy Throw","Fashion and Accessories",734,9,6606,"Dar es Salaam",Tanzania,YouTube,70,963,0.2
181,2022-06-30,"Jane Smith","Aloe Vera","Personal Care",590,14,8260,Luanda,Angola,Instagram,55,1091,0.8
182,2022-07-01,"Jane Smith","Maasai Shuka","Fashion and Accessories",540,5,2700,Accra,Ghana,X_Twitter,65,1691,0.5
183,2022-07-02,"Denis Kombe","Sukuma Wiki","Food and Beverages",941,9,8469,Lagos,Nigeria,Instagram,55,2766,0.8
184,2022-07-03,"Bob Johnson","Kikoy Throw","Fashion and Accessories",535,6,3210,"Dar es Salaam",Tanzania,TikTok,60,825,0.6
185,2022-07-04,"Bob Johnson","Chai Tea","Food and Beverages",963,9,8667,Luanda,Angola,Instagram,55,1224,0.8
186,2022-07-05,"Jane Smith","Maasai Shuka","Fashion and Accessories",848,6,5088,"Addis Ababa",Ethiopia,Facebook,50,888,0.9
187,2022-07-06,"Denis Kombe","Kitenge Fabric","Fashion and Accessories",896,9,8064,Accra,Ghana,Facebook,50,767,0.9
188,2022-07-07,"Jane Smith","Maasai Shuka","Fashion and Accessories",821,11,9031,"Dar es Salaam",Tanzania,Facebook,50,1826,0.9
189,2022-07-08,"Jane Smith","Kitenge Fabric","Fashion and Accessories",605,7,4235,"Dar es Salaam",Tanzania,Facebook,50,2178,0.9
190,2022-07-09,"John Doe","Aloe Vera","Personal Care",702,10,7020,Accra,Ghana,Facebook,50,4478,0.9
191,2022-07-10,"Bob Johnson","Kikoy Throw","Fashion and Accessories",517,10,5170,"Addis Ababa",Ethiopia,YouTube,70,2620,0.2
192,2022-07-11,"Denis Kombe","Kikoy Throw","Fashion and Accessories",701,9,6309,Johannesburg,"South Africa",YouTube,70,621,0.2
193,2022-07-12,"Bob Johnson","Maasai Shuka","Fashion and Accessories",911,13,11843,Lagos,Nigeria,X_Twitter,65,4310,0.5
194,2022-07-13,"John Doe","Kitenge Fabric","Fashion and Accessories",750,13,9750,Accra,Ghana,X_Twitter,65,3739,0.5
195,2022-07-14,"Alice Lee","Sukuma Wiki","Food and Beverages",514,11,5654,"Dar es Salaam",Tanzania,TikTok,60,1121,0.6
196,2022-07-15,"Denis Kombe","Maasai Shuka","Fashion and Accessories",798,9,7182,Luanda,Angola,X_Twitter,65,1326,0.5
197,2022-07-16,"John Doe","Kikoy Throw","Fashion and Accessories",598,10,5980,"Dar es Salaam",Tanzania,X_Twitter,65,2155,0.5
198,2022-07-17,"Jane Smith","Chai Tea","Food and Beverages",600,13,7800,Nairobi,Kenya,Facebook,50,1156,0.9
199,2022-07-18,"John Doe","Maasai Shuka","Fashion and Accessories",944,6,5664,Lagos,Nigeria,Instagram,55,3779,0.8
