CustomerID,OrderDate,Salesperson,ProductName,ProductCategory,Quantity,UnitPrice_In_Dollars,TotalPrice_In_Dollars,City,Country,Channel,Spend,LeadsGenerated,ConversionRate
22b8a957-e87d-4a53-9dec-ba4facbd8868,2/12/2022,Denis Kombe,Kitenge Fabric,Handicrafts and Home Decor,825,8,106,Nairobi,Angola,TikTok,140.7033492,3978,0.07
aebcb3c8-4ea2-45dc-9e15-d4e40f0a0d46,2/13/2022,Denis Kombe,Sukuma Wiki,Food and Beverages,503,11,144,Lagos,Ethiopia,X_Twitter,124.0037043,1892,0.089
ff41e1ae-5652-4f3c-853d-2bb78db45cd2,2/14/2022,Bob Johnson,Sukuma Wiki,Fashion and Accessories,696,11,98,,Nigeria,Facebook,123.5922479,4079,0.096
c89b4ae5-8202-4b42-a85f-c9a5f6188248,2/15/2022,  bob JohNson,Sukuma Wiki,Food and Beverages,878,9,62,,Ghana,X_Twitter,103.9080454,1615,0.082
624d2d83-4b16-4d0d-9c4d-0ec173109bb3,2/16/2022,Jane Smith,Sukuma Wiki,Fashion and Accessories,661,5,126,Lagos, TanZania,YouTube,139.3886414,3777,0.073
a8b59156-bb3d-4648-b0b2-ff44a24a9170,2/17/2022,Jane Smith,Kitenge Fabric,Fashion and Accessories,861,14,59,Dar es Salaam,Kenya,YouTube,133.8369217,3754,0.087
836ba70e-243d-4ca4-b7ef-dc4b42f250ec,2/18/2022,Jane Smith,Sukuma Wiki,Handicrafts and Home Decor,581,7,133,,Ghana,X_Twitter,132.1533067,3145,0.064
5962a173-57f0-4fc8-b840-e5ecb5171145,2/19/2022,Bob Johnson,African Hair Care Products,Personal Care,785,8,100,,Nigeria,Instagram,99.72813132,718,0.086
9aead37b-37e9-4769-929e-15515e66760e,2/20/2022, Alice Lee, masaiShuka,Personal Care,658,8,117,Johannesburg,Ghana,Instagram,100.4439451,2209,0.077
d82e89e4-705d-4625-8cfa-71f9ea4328ab,2/21/2022,denisKombe,Aloe Vera,Food and Beverages,652,11,104,Luanda,Angola,YouTube,62.15750688,3735,0.075
c77ccd93-8b68-4d0a-854e-ab069385dbad,2/22/2022,denisKombe,Sukuma Wiki,Personal Care,965,13,72,Nairobi,Ghana,Instagram,139.4700421,4891,0.095
2c0187dd-a12a-4f81-be67-a824f6870797,2/23/2022,  bob JohNson,Aloe Vera,Fashion and Accessories,845,6,80,Dar es Salaam,Angola,TikTok,138.0131205,3013,0.096
a001a26f-85cc-4b9a-b06f-c26200b5a06c,2/24/2022,Bob Johnson,Kikoy Throw,Handicrafts and Home Decor,849,9,50,,South Africa,Facebook,146.6574036,2374,0.077
1101ae51-8c97-4523-9f27-68256787fb4e,2/25/2022,  bob JohNson,Maasai Shuka,Personal Care,937,10,113,Dar es Salaam,Ghana,X_Twitter,140.1997448,2644,0.093
c2263fd0-4a05-4b2e-a7e4-86d41bddebf9,2/26/2022,Bob Johnson,Sukuma Wiki,Fashion and Accessories,534,14,107,Dar es Salaam,Kenya,X_Twitter,103.1452438,1210,0.062
2098a60a-9dc6-431c-84a4-01bd412d75fa,2/27/2022, Alice Lee,Chai Tea,Food and Beverages,599,8,73,Nairobi,Kenya,X_Twitter,148.3605916,3374,0.054
4fd8405a-5492-4ba4-a12d-73b9f7187683,2/28/2022,Denis Kombe,Wooden Bowls,Fashion and Accessories,880,14,92,Johannesburg,South Africa,Instagram,71.8893108,2600,0.093
0367e27d-5c6e-4453-b0e4-677ec6b56da6,3/1/2022,Bob Johnson,Wooden Bowls,Food and Beverages,875,14,113,Johannesburg,Ethiopia,Instagram,115.7579947,4981,0.081
dcd699c3-63b5-4b3b-b216-0c3f0e421cab,3/2/2022, Alice Lee, masaiShuka,Personal Care,867,9,102,Dar es Salaam,South Africa,TikTok,149.3679589,4861,0.058
e075deea-7afb-4374-b147-d8e92cd92691,3/3/2022,denisKombe,Aloe Vera,Fashion and Accessories,809,5,131,,Ghana,TikTok,156.8501338,1713,0.08
a5476a64-556b-450c-a0a4-36f2f82915a1,3/4/2022, Alice Lee,African Hair Care Products,Fashion and Accessories,696,11,136,Luanda,South Africa,TikTok,119.6002248,3875,0.071
5703d2a7-2bbc-4e58-9433-69db532ce0ec,3/5/2022,Bob Johnson,Aloe Vera,Food and Beverages,718,12,69,Nairobi,South Africa,Facebook,152.367459,3928,0.05
2f4eb779-da63-46f6-ab1a-86e6511611f0,3/6/2022,Bob Johnson,Sukuma Wiki,Food and Beverages,607,7,101,Lagos, TanZania,YouTube,89.24960724,3084,0.056
1a780bab-6ebd-4edc-9420-86f78ea0abfe,3/7/2022,  bob JohNson,Wooden Bowls,Handicrafts and Home Decor,704,6,53,Nairobi,Ghana,TikTok,107.8023982,1306,0.084
c80cc7f3-2efa-4278-8837-d769fec9b9cb,3/8/2022, Alice Lee,Kikoy Throw,Food and Beverages,786,13,78,Luanda,Kenya,TikTok,114.4398022,1012,0.064
7f1f6bdf-6af9-42c6-a8e8-3dfc84ccebf2,3/9/2022,denisKombe,Wooden Bowls,Fashion and Accessories,549,9,77,Lagos,Nigeria,Facebook,118.0127171,3091,0.059
f412a328-6ba8-496c-b258-d4ae1f13d386,3/10/2022,Bob Johnson, masaiShuka,Food and Beverages,992,5,144,Nairobi,Ghana,YouTube,71.15338952,2682,0.068
e9fc7524-4710-4d1a-a58f-d1aec8c4bc7c,3/11/2022, John Doe, masaiShuka,Fashion and Accessories,732,5,61,Nairobi,Kenya,TikTok,65.39363068,4398,0.09
0b573663-cccf-4c1f-a40b-f0ca1127a677,3/12/2022,  bob JohNson,Kitenge Fabric,Food and Beverages,525,13,67,Nairobi,Nigeria,Facebook,127.8400361,3527,0.055
0d3574fe-a087-4ecd-a24e-9d43c6098645,3/13/2022,Denis Kombe,Wooden Bowls,Fashion and Accessories,660,10,134,Nairobi, TanZania,TikTok,68.60712426,3866,0.057
a83fa8f1-45ad-4d81-a14f-a499cb4cbf8e,3/14/2022,Jane Smith, masaiShuka,Fashion and Accessories,857,13,123,Johannesburg,South Africa,X_Twitter,80.59126057,1696,0.095
ed3e49ce-3742-453a-bc39-5ad4cf37423a,3/15/2022,Bob Johnson,Chai Tea,Handicrafts and Home Decor,545,12,112,Johannesburg,Nigeria,YouTube,104.6326315,4703,0.067
a0cc1dfa-8877-49b5-a84d-e3da0fbd3b04,3/16/2022, John Doe,Aloe Vera,Fashion and Accessories,983,11,133,Nairobi,Kenya,X_Twitter,147.3443202,3332,0.06
93ee5456-a035-4e7c-9387-59ee8f12b608,3/17/2022,  bob JohNson,Chai Tea,Fashion and Accessories,982,9,118,Dar es Salaam,Ghana,Instagram,63.94571447,1668,0.067
8e516937-83ac-42ba-a662-936ffdc3cd49,3/18/2022, Alice Lee,Kitenge Fabric,Fashion and Accessories,768,5,121,Dar es Salaam,Ethiopia,Facebook,75.32534146,2470,0.095
49030790-0959-41d8-9b3e-899f164f19e0,3/19/2022,denisKombe,Sukuma Wiki,Handicrafts and Home Decor,763,6,79,Nairobi,Ghana,TikTok,93.10637804,4093,0.092
d30fdb38-f48e-4a28-bbcb-a0d3b5f768ae,3/20/2022,Denis Kombe,Sukuma Wiki,Fashion and Accessories,570,7,129,Luanda, TanZania,TikTok,77.85400912,3465,0.059
7e83e004-d718-48ad-8ccd-736a0f6157d5,3/21/2022, John Doe,Kitenge Fabric,Fashion and Accessories,688,14,138,Dar es Salaam,Nigeria,YouTube,119.2941684,4385,0.09
b237639d-5806-4391-a807-7ea9059965c8,3/22/2022, Alice Lee,Chai Tea,Fashion and Accessories,685,5,118,Accra,Kenya,Facebook,87.54963055,4420,0.068
536258c6-0b3a-4ae5-9344-65b984460124,3/23/2022, John Doe,African Hair Care Products,Handicrafts and Home Decor,604,6,91,Dar es Salaam, TanZania,TikTok,118.4311383,2880,0.1
783507a3-ae7e-4ad4-9328-d865efadf09c,3/24/2022,  bob JohNson,African Hair Care Products,Fashion and Accessories,569,8,116,Accra,Angola,X_Twitter,69.53615217,3676,0.05
1e06bc98-742b-4405-9e95-88360102dc62,3/25/2022,  bob JohNson, masaiShuka,Personal Care,953,6,143,Luanda,Nigeria,YouTube,134.4705427,4218,0.062
bd605cd8-9727-4abd-8590-4c6f41409143,3/26/2022,Jane Smith,African Hair Care Products,Personal Care,552,6,84,Nairobi,Ghana,X_Twitter,65.35900186,2696,0.096
1c67e1f2-2c1a-4f4e-820e-1d555886b0a0,3/27/2022, Alice Lee, masaiShuka,Handicrafts and Home Decor,593,10,60,Johannesburg,Nigeria,Facebook,132.0197553,603,0.082
249b03d5-20f4-4b1a-9660-4be994634874,3/28/2022, John Doe,African Hair Care Products,Food and Beverages,685,12,102,Dar es Salaam,Ethiopia,TikTok,129.6545767,3827,0.096
986bedd8-fae3-4ca9-a851-7277da9fb807,3/29/2022,Bob Johnson,Kikoy Throw,Fashion and Accessories,800,13,64,, TanZania,X_Twitter,146.0444361,2312,0.066
f7411e49-5f9c-4412-b181-e2726de167d6,3/30/2022, John Doe,Aloe Vera,Personal Care,827,13,144,Dar es Salaam,Angola,Facebook,65.60999988,1629,0.096
76b4a380-4a5b-44fe-9a05-3182086e89af,3/31/2022,Denis Kombe,Kitenge Fabric,Personal Care,703,11,63,Johannesburg,Ghana,Facebook,79.67404125,4087,0.082
b90cba93-e137-4ced-a9a3-00e09dfe02e5,4/1/2022,Bob Johnson,Chai Tea,Food and Beverages,745,10,130,Lagos,Angola,Instagram,153.9860119,1216,0.097
4579a038-7de2-41ce-bdb6-ba396ab9ce12,4/2/2022, Alice Lee,Wooden Bowls,Fashion and Accessories,754,6,114,,Kenya,YouTube,93.38337419,1332,0.058
2eb7275f-c32e-470e-a086-2eeb1675e4e5,4/3/2022, John Doe,Aloe Vera,Fashion and Accessories,925,7,128,Nairobi, TanZania,Instagram,60.50478312,4161,0.098
de0dbe4f-a324-4ae0-aa9a-58ccfe6e783e,4/4/2022,Jane Smith, masaiShuka,Handicrafts and Home Decor,551,9,91,Dar es Salaam,Kenya,Facebook,110.4925749,3388,0.058
ec812146-88b0-470a-823f-861c4cb8fe26,4/5/2022,  bob JohNson,Maasai Shuka,Fashion and Accessories,879,9,149,Nairobi, TanZania,TikTok,92.7388101,1274,0.09
eba152d8-9205-4d0b-955b-9603e1ef1aed,4/6/2022,Bob Johnson,Kikoy Throw,Food and Beverages,994,5,115,Nairobi,Angola,Facebook,133.7849527,3597,0.095
e93b7fe6-8840-41ff-b493-ca881462bfe2,4/7/2022,Denis Kombe,Aloe Vera,Fashion and Accessories,891,13,99,,Kenya,Facebook,104.5278431,4445,0.061
dd8a55a9-db8e-4bc7-9981-9bcaae5f7b0b,4/8/2022,Bob Johnson, masaiShuka,Personal Care,969,6,103,Luanda, TanZania,YouTube,60.97396061,1523,0.075
3adccfb2-1680-454e-933c-4d0442818ec8,4/9/2022,Bob Johnson,Wooden Bowls,Handicrafts and Home Decor,792,10,100,Luanda,Kenya,TikTok,73.285217,2873,0.083
b5cb0ebe-721d-4e65-851d-3535e9d694cd,4/10/2022,denisKombe,Chai Tea,Fashion and Accessories,874,14,120,Johannesburg,South Africa,YouTube,84.14787261,3332,0.069
31c13f19-60a8-4d42-898b-6dcb309ef24f,4/11/2022,Bob Johnson,Maasai Shuka,Food and Beverages,537,13,70,Luanda,South Africa,YouTube,93.1605818,3811,0.076
77b2502e-8ab7-4e1e-ad8e-1224410b2fa9,4/12/2022,  bob JohNson, masaiShuka,Fashion and Accessories,909,14,129,Nairobi,South Africa,YouTube,96.0542373,3471,0.096
4a708881-9179-4ca9-9eda-135490dd613c,4/13/2022,denisKombe,African Hair Care Products,Food and Beverages,505,13,131,Nairobi,South Africa,X_Twitter,66.91184594,2617,0.082
0c905c50-38c9-45dd-afea-24c4f61cf6e5,4/14/2022,Bob Johnson,Wooden Bowls,Food and Beverages,520,10,55,Lagos, TanZania,TikTok,69.98153817,4330,0.099
8c0690f5-1c80-41f4-8968-91adab394807,4/15/2022, John Doe,Wooden Bowls,Fashion and Accessories,619,12,130,Johannesburg,Angola,YouTube,144.2120314,2905,0.09
97d2ecb3-8bbb-4fdb-ac18-e04a307e421b,4/16/2022,Bob Johnson,Maasai Shuka,Food and Beverages,636,5,133,Dar es Salaam,Nigeria,Instagram,157.2801721,1125,0.08
4706f3cb-65cc-448c-bdbc-20f216e31be9,4/17/2022, Alice Lee,African Hair Care Products,Personal Care,735,13,91,Accra,Nigeria,TikTok,146.0796947,3525,0.095
36885e41-4b59-4050-a70e-4204f8c6dba3,4/18/2022,Denis Kombe,Aloe Vera,Fashion and Accessories,835,8,61,Luanda, TanZania,X_Twitter,117.6405318,3679,0.081
be927596-4e1b-4c8e-9547-e19e70789af9,4/19/2022,  bob JohNson,Sukuma Wiki,Fashion and Accessories,593,6,148,Lagos,Ethiopia,Facebook,101.0757696,588,0.076
ba847b69-121f-4bc0-ad18-d1a647e38a39,4/20/2022, John Doe,Wooden Bowls,Personal Care,963,9,66,Accra,South Africa,Facebook,78.23378879,1830,0.084
228d6805-48db-4ae7-87ac-e7de44c0975e,4/21/2022,Bob Johnson,Wooden Bowls,Handicrafts and Home Decor,566,8,144,Luanda,Angola,X_Twitter,123.380061,4253,0.059
87f030da-1e9a-4cf4-bc56-fea43b2b8a1b,4/22/2022,Denis Kombe, masaiShuka,Handicrafts and Home Decor,669,11,51,Nairobi,Ghana,Facebook,146.216402,4444,0.074
504329a3-cc02-44dc-855b-26f0c4d4c485,4/23/2022, John Doe,Chai Tea,Fashion and Accessories,824,7,146,Dar es Salaam, TanZania,Facebook,77.757768,2263,0.055
aa27d82f-cd8c-4538-bc5f-3090aa4e3594,4/24/2022, Alice Lee,Sukuma Wiki,Fashion and Accessories,773,5,103,Dar es Salaam,South Africa,YouTube,97.14759937,1228,0.092
fc3b06b7-2e14-4501-a33f-9210664c5d27,4/25/2022, Alice Lee,African Hair Care Products,Food and Beverages,647,12,143,Nairobi,Nigeria,YouTube,118.827896,1134,0.07
847c55e6-a798-41e5-b86b-3599acff93d8,4/26/2022,Denis Kombe,Kikoy Throw,Personal Care,838,5,136,Accra,South Africa,TikTok,77.97044872,2598,0.057
f812765f-2438-41e7-9d1f-f505f96ec254,4/27/2022,Denis Kombe,Maasai Shuka,Fashion and Accessories,704,14,71,Luanda, TanZania,TikTok,72.79732389,4108,0.058
ff1d18b8-597b-4529-9b8c-b51bb5d9ada9,4/28/2022,Bob Johnson, masaiShuka,Fashion and Accessories,725,8,79,Luanda,South Africa,X_Twitter,124.4114445,4332,0.052
f1c9b511-6ed8-41ba-8c60-9d05d8cb4f13,4/29/2022,denisKombe,African Hair Care Products,Fashion and Accessories,969,9,137,Luanda, TanZania,TikTok,148.5472121,751,0.051
f6cf3c67-5012-423c-bd51-5664ac85efab,4/30/2022,  bob JohNson,Kitenge Fabric,Handicrafts and Home Decor,552,10,88,Dar es Salaam,Ethiopia,YouTube,146.7199344,4102,0.093
6ec09c8b-8cde-4e95-9fd5-7471711b6a65,5/1/2022, Alice Lee,Wooden Bowls,Handicrafts and Home Decor,832,6,135,,Nigeria,TikTok,151.4912317,2606,0.069
18092daa-4707-4b63-b4a2-ad474aeccbb9,5/2/2022,  bob JohNson,Maasai Shuka,Food and Beverages,742,12,81,Nairobi,South Africa,YouTube,153.7532141,2912,0.073
ccb3e776-0403-4a28-8b8f-07affccf883d,5/3/2022,Denis Kombe,Kitenge Fabric,Fashion and Accessories,928,10,96,,Ethiopia,YouTube,104.1939599,1366,0.093
c0ca1f02-c2a4-4819-858e-df5054b2fc15,5/4/2022, John Doe,Maasai Shuka,Handicrafts and Home Decor,592,11,72,Nairobi,Ghana,Facebook,136.084762,2298,0.061
9b4632a3-c418-409b-abec-02973211de66,5/5/2022,Denis Kombe, masaiShuka,Personal Care,880,8,139,Luanda,Ghana,TikTok,64.08464638,2502,0.064
6d72ae34-6c22-4eb6-859d-1d84330d2aae,5/6/2022,  bob JohNson,Aloe Vera,Fashion and Accessories,705,11,58,Dar es Salaam,Nigeria,TikTok,63.05310482,1562,0.072
77dd5c3d-aca2-43c8-8ffd-61380fec80e7,5/7/2022, John Doe,Aloe Vera,Handicrafts and Home Decor,745,10,90,Lagos,Ghana,Instagram,122.0543287,4089,0.086
da85abea-ab6a-4b2f-b77a-d43e20a2449b,5/8/2022,Jane Smith,Wooden Bowls,Handicrafts and Home Decor,583,12,63,Dar es Salaam,Kenya,X_Twitter,104.5205846,1737,0.089
5a180092-47c8-42a4-88ff-585f748651ef,5/9/2022,Jane Smith,Wooden Bowls,Food and Beverages,763,9,73,Accra,Nigeria,YouTube,70.57291241,2271,0.083
51ad20e0-5df0-48df-84fe-878d4d41989b,5/10/2022,Jane Smith,African Hair Care Products,Fashion and Accessories,823,9,139,Dar es Salaam,Ethiopia,Instagram,149.2447469,4285,0.055
0a06e1aa-78b8-4b5a-be15-514efbf954a0,5/11/2022,denisKombe, masaiShuka,Fashion and Accessories,730,11,91,Dar es Salaam,Ghana,X_Twitter,124.9032561,4026,0.057
9a8b1222-a3a7-422a-850f-2846dcb3a23c,5/12/2022,denisKombe, masaiShuka,Handicrafts and Home Decor,806,5,94,Lagos,Nigeria,Instagram,76.2661109,4725,0.066
bb997b78-ae48-4df1-b4ba-90d48e5083ef,5/13/2022, John Doe,Kitenge Fabric,Fashion and Accessories,837,8,85,,Nigeria,Instagram,154.8590564,4754,0.093
fbe0377d-bb70-4e66-8e92-2cfc144cc732,5/14/2022,denisKombe,Kikoy Throw,Handicrafts and Home Decor,637,8,62,Luanda,Kenya,Instagram,98.2680671,4540,0.066
f2e19f90-17dd-4168-ac98-aa8daa303006,5/15/2022,Denis Kombe,Sukuma Wiki,Handicrafts and Home Decor,514,13,56,Luanda, TanZania,Instagram,149.8733139,1059,0.054
a7846288-ed93-4b8e-bc87-483de4f7c3ca,5/16/2022,  bob JohNson,Chai Tea,Food and Beverages,503,14,88,Johannesburg,Nigeria,Facebook,103.264484,1613,0.079
27992c31-3170-4c07-b126-df4a90796021,5/17/2022,Bob Johnson,Kikoy Throw,Food and Beverages,928,12,73,,Ethiopia,TikTok,97.15568511,2513,0.073
dac27155-6f20-4f8f-bb0d-4d04f37ba47d,5/18/2022,Denis Kombe,African Hair Care Products,Food and Beverages,936,11,143,Dar es Salaam,South Africa,Facebook,107.5451472,532,0.097
5ecc292d-a92c-4a71-81d5-e1b368481873,5/19/2022,Denis Kombe,Maasai Shuka,Fashion and Accessories,902,6,52,Nairobi,Ethiopia,YouTube,130.6387875,1263,0.075
0dc2ee31-e7fc-49d6-8ca6-80d850a1be4e,5/20/2022,  bob JohNson,Aloe Vera,Personal Care,561,14,98,Accra,South Africa,Instagram,137.448314,4371,0.051
7566106b-08ce-4c75-85fd-f33661fd9d28,5/21/2022,  bob JohNson, masaiShuka,Fashion and Accessories,548,14,67,Accra,Angola,YouTube,141.3153373,2464,0.083
20ed6172-db1c-4283-9655-6261ffa260b7,5/22/2022,  bob JohNson,Kikoy Throw,Fashion and Accessories,669,10,89,, TanZania,Facebook,150.8558413,3607,0.082
4762502f-9612-4bc5-962b-1e26e2cddfea,5/23/2022,Bob Johnson,Maasai Shuka,Personal Care,820,14,132,Accra,South Africa,Instagram,84.55554802,1959,0.073
e31945c5-1cc2-4d0c-a302-45ddf37968d2,5/24/2022,Jane Smith,Chai Tea,Fashion and Accessories,817,8,131,Accra,Angola,X_Twitter,143.9604065,2465,0.071
6c1b418f-9076-4bfd-b1bd-75521e66c8fd,5/25/2022,Bob Johnson,Kikoy Throw,Fashion and Accessories,764,6,141,Johannesburg,Ghana,Instagram,126.6763508,3041,0.053
59d7ae0c-05de-4615-9a9e-f1828217143e,5/26/2022,denisKombe,Aloe Vera,Personal Care,637,12,105,Luanda,Ethiopia,Facebook,135.7058114,1470,0.07
